S_no,Date,State,TotalSamples,Negative,Positive
15744,5/3/2021,Uttarakhand,3874678,3677655,
15745,5/4/2021,Uttarakhand,3912724,3708673,
15746,5/5/2021,Uttarakhand,3918586,3706752,
15747,5/6/2021,Uttarakhand,3954321,3733970,
15748,5/7/2021,Uttarakhand,3991171,3761178,
15749,5/8/2021,Uttarakhand,4030481,3792098,
15750,5/9/2021,Uttarakhand,4057194,3812921,
15751,5/10/2021,Uttarakhand,4083756,3833942,
15752,5/11/2021,Uttarakhand,4111684,3854750,
15753,5/12/2021,Uttarakhand,4146577,3881894,
15754,5/13/2021,Uttarakhand,4175285,3903475,
15755,5/14/2021,Uttarakhand,4204379,3926794,
15756,5/15/2021,Uttarakhand,4228389,3945150,
15757,5/16/2021,Uttarakhand,4262233,3974947,
15758,5/17/2021,Uttarakhand,4291896,4000891,
15759,5/18/2021,Uttarakhand,4329896,4034106,
15760,5/19/2021,Uttarakhand,4366657,4066375,
15761,5/20/2021,Uttarakhand,4401501,4097561,
15762,5/21/2021,Uttarakhand,4443937,4136371,
15763,5/22/2021,Uttarakhand,4475669,4165200,
15764,5/23/2021,Uttarakhand,4516781,4203262,
15765,5/24/2021,Uttarakhand,4548874,4233284,
15766,5/25/2021,Uttarakhand,4585942,4267596,
15767,5/26/2021,Uttarakhand,4622698,4301361,
15768,5/27/2021,Uttarakhand,4659648,4336165,
15769,5/28/2021,Uttarakhand,4697243,4371818,
15770,5/29/2021,Uttarakhand,4734270,4407158,
15771,5/30/2021,Uttarakhand,4764419,4436081,
15772,5/31/2021,Uttarakhand,4794885,4465391,
15773,6/1/2021,Uttarakhand,4825524,4495049,
15774,6/2/2021,Uttarakhand,4858215,4526737,
15775,6/3/2021,Uttarakhand,4886352,4554285,
15776,6/4/2021,Uttarakhand,4913184,4580225,
15777,6/5/2021,Uttarakhand,4937242,4603118,
15778,6/6/2021,Uttarakhand,4957645,4623621,
15779,6/7/2021,Uttarakhand,4979584,4645165,
15780,6/8/2021,Uttarakhand,5004569,4669604,
15781,6/9/2021,Uttarakhand,5028341,4692863,
15782,6/10/2021,Uttarakhand,5046601,4710735,
15783,6/11/2021,Uttarakhand,5073364,4737211,
15784,6/12/2021,Uttarakhand,5102496,4765880,
15785,6/13/2021,Uttarakhand,5133927,4797048,
15786,6/14/2021,Uttarakhand,5151524,4814349,
15787,6/15/2021,Uttarakhand,5167879,4830529,
15788,6/16/2021,Uttarakhand,5192496,4854694,
15789,6/17/2021,Uttarakhand,5221431,4883365,
15790,6/18/2021,Uttarakhand,5248525,4910237,
15791,6/19/2021,Uttarakhand,5273776,4935268,
15792,6/20/2021,Uttarakhand,5289955,4951311,
15793,6/21/2021,Uttarakhand,5314843,4976036,
15794,6/22/2021,Uttarakhand,5338677,4999699,
15795,6/23/2021,Uttarakhand,5365420,5026293,
15796,6/24/2021,Uttarakhand,5388118,5048873,
15797,6/25/2021,Uttarakhand,5413845,5074472,
15798,6/26/2021,Uttarakhand,5440807,5101270,
15799,6/27/2021,Uttarakhand,5460182,5120563,
15800,6/28/2021,Uttarakhand,5483552,5143813,
15801,6/29/2021,Uttarakhand,5507850,5167917,
15802,6/30/2021,Uttarakhand,5533958,5193703,
15803,7/1/2021,Uttarakhand,5555584,,
15804,7/2/2021,Uttarakhand,5576775,5236287,
15805,7/3/2021,Uttarakhand,5600586,5259940,
15806,7/4/2021,Uttarakhand,5629971,5289247,
15807,7/5/2021,Uttarakhand,5651292,5310499,
15808,7/6/2021,Uttarakhand,5677464,5336582,
15809,7/7/2021,Uttarakhand,5704961,5364002,
15810,7/8/2021,Uttarakhand,5729388,5388365,
15811,7/9/2021,Uttarakhand,5759406,5418318,
15812,7/10/2021,Uttarakhand,5788696,5447559,
15813,7/11/2021,Uttarakhand,5813093,5471914,
15814,7/12/2021,Uttarakhand,5835438,5494208,
15815,7/13/2021,Uttarakhand,5860058,5518784,
15816,7/14/2021,Uttarakhand,5884370,5543063,
15817,7/15/2021,Uttarakhand,5908046,5566684,
15818,7/16/2021,Uttarakhand,5929722,5588321,
15819,7/17/2021,Uttarakhand,5954389,5612956,
15820,7/18/2021,Uttarakhand,5973244,5631792,
15821,7/19/2021,Uttarakhand,5993581,5652095,
15822,7/20/2021,Uttarakhand,6014967,5673431,
15823,7/21/2021,Uttarakhand,6035217,5693644,
15824,7/22/2021,Uttarakhand,6060032,5718403,
15825,7/23/2021,Uttarakhand,6086477,5744837,
15826,7/24/2021,Uttarakhand,6114944,5773271,
15827,7/25/2021,Uttarakhand,6138887,5797163,
15828,7/26/2021,Uttarakhand,6164559,5822781,
15829,7/27/2021,Uttarakhand,6192906,5851032,
15830,7/28/2021,Uttarakhand,6220716,5878782,
15831,7/29/2021,Uttarakhand,6246383,5904401,
15832,7/30/2021,Uttarakhand,6272832,5930809,
15833,7/31/2021,Uttarakhand,6298254,5956115,
15834,8/1/2021,Uttarakhand,6319514,5977353,
15835,8/2/2021,Uttarakhand,6342329,6000131,
15836,8/3/2021,Uttarakhand,6367822,6025576,
15837,8/4/2021,Uttarakhand,6392957,6050674,
15838,8/5/2021,Uttarakhand,6417333,6075026,
15839,8/6/2021,Uttarakhand,6443888,6101552,
15840,8/7/2021,Uttarakhand,6466339,6123965,
15841,8/8/2021,Uttarakhand,6483473,6141081,
15842,8/9/2021,Uttarakhand,6505490,6163067,
15843,8/10/2021,Uttarakhand,6526861,6184399,
15844,4/1/2020,West Bengal,659,568,37
15845,4/4/2020,West Bengal,1042,,
15846,4/6/2020,West Bengal,1301,,
15847,4/7/2020,West Bengal,1487,,
15848,4/9/2020,West Bengal,1889,,
15849,4/10/2020,West Bengal,2095,,
15850,4/11/2020,West Bengal,2286,,126
15851,4/12/2020,West Bengal,2523,,134
15852,4/13/2020,West Bengal,2793,,152
15853,4/14/2020,West Bengal,3081,,190
15854,4/15/2020,West Bengal,3470,,213
15855,4/16/2020,West Bengal,3811,,231
15856,4/17/2020,West Bengal,4212,,255
15857,4/18/2020,West Bengal,4630,,287
15858,4/19/2020,West Bengal,5045,,310
15859,4/20/2020,West Bengal,5469,,339
15860,4/21/2020,West Bengal,6182,,392
15861,4/22/2020,West Bengal,7037,,423
15862,4/23/2020,West Bengal,7990,,456
15863,4/24/2020,West Bengal,8933,,514
15864,4/25/2020,West Bengal,9880,,571
15865,4/26/2020,West Bengal,10893,,611
15866,4/27/2020,West Bengal,12043,,649
15867,4/28/2020,West Bengal,13223,,697
15868,4/29/2020,West Bengal,14620,,725
15869,4/30/2020,West Bengal,16525,,758
15870,5/1/2020,West Bengal,18566,,
15871,5/2/2020,West Bengal,20976,,795
15872,5/3/2020,West Bengal,22915,,922
15873,5/4/2020,West Bengal,25116,,1259
15874,5/5/2020,West Bengal,27571,,1344
15875,5/6/2020,West Bengal,30141,,1456
15876,5/7/2020,West Bengal,32752,,1548
15877,5/8/2020,West Bengal,35767,,1678
15878,5/9/2020,West Bengal,39368,,1786
15879,5/10/2020,West Bengal,43414,,1939
15880,5/11/2020,West Bengal,47615,,2063
15881,5/12/2020,West Bengal,52622,,2173
15882,5/13/2020,West Bengal,57632,,2290
15883,5/14/2020,West Bengal,62837,,2377
15884,5/15/2020,West Bengal,69543,,2461
15885,5/16/2020,West Bengal,77288,,2576
15886,5/17/2020,West Bengal,85956,,2677
15887,5/18/2020,West Bengal,93570,,2825
15888,5/19/2020,West Bengal,102282,,2961
15889,5/20/2020,West Bengal,111002,,3103
15890,5/21/2020,West Bengal,115244,,3197
15891,5/22/2020,West Bengal,120599,,3332
15892,5/23/2020,West Bengal,129608,,3459
15893,5/24/2020,West Bengal,138824,,3667
15894,5/25/2020,West Bengal,148049,,3816
15895,5/26/2020,West Bengal,157277,,4009
15896,5/27/2020,West Bengal,166513,,4192
15897,5/28/2020,West Bengal,175769,,4536
15898,5/29/2020,West Bengal,185051,,4813
15899,5/30/2020,West Bengal,194397,,5130
15900,5/31/2020,West Bengal,203751,,5501
15901,6/1/2020,West Bengal,213231,,5772
15902,6/2/2020,West Bengal,222726,,6168
15903,6/3/2020,West Bengal,232225,,6508
15904,6/4/2020,West Bengal,241831,,6876
15905,6/5/2020,West Bengal,251517,,7303
15906,6/6/2020,West Bengal,261288,,7738
15907,6/7/2020,West Bengal,271074,,8187
15908,6/8/2020,West Bengal,280098,,8613
15909,6/9/2020,West Bengal,287900,,8985
15910,6/10/2020,West Bengal,297419,,9328
15911,6/11/2020,West Bengal,306941,,9768
15912,6/12/2020,West Bengal,315699,,10244
15913,6/13/2020,West Bengal,324707,,10698
15914,6/14/2020,West Bengal,333733,,11087
15915,6/15/2020,West Bengal,343242,,11494
15916,6/16/2020,West Bengal,351754,,11909
15917,6/17/2020,West Bengal,360976,,12300
15918,6/18/2020,West Bengal,370291,,12735
15919,6/19/2020,West Bengal,380612,,13090
15920,6/20/2020,West Bengal,390942,,13531
15921,6/21/2020,West Bengal,401491,,13945
15922,6/22/2020,West Bengal,410854,,14358
15923,6/23/2020,West Bengal,420277,,14728
15924,6/24/2020,West Bengal,429766,,15173
15925,6/25/2020,West Bengal,439258,,15648
15926,6/26/2020,West Bengal,448795,,16190
15927,6/27/2020,West Bengal,458343,,16711
15928,6/28/2020,West Bengal,468906,,17283
15929,6/29/2020,West Bengal,478419,,17907
15930,6/30/2020,West Bengal,488038,,18559
15931,7/1/2020,West Bengal,497596,,19170
15932,7/2/2020,West Bengal,508001,,19819
15933,7/3/2020,West Bengal,519054,,20488
15934,7/4/2020,West Bengal,530072,,21231
15935,7/5/2020,West Bengal,541088,,22126
15936,7/6/2020,West Bengal,552007,,22987
15937,7/7/2020,West Bengal,562137,,23837
15938,7/8/2020,West Bengal,572523,,24823
15939,7/9/2020,West Bengal,583328,,25911
15940,7/10/2020,West Bengal,593967,,27109
15941,7/11/2020,West Bengal,605370,,28453
15942,7/12/2020,West Bengal,617079,,30013
15943,7/13/2020,West Bengal,627438,,31448
15944,7/14/2020,West Bengal,638540,,32838
15945,7/15/2020,West Bengal,649928,,34427
15946,7/16/2020,West Bengal,663108,,36117
15947,7/17/2020,West Bengal,676348,,38011
15948,7/18/2020,West Bengal,689813,,40209
15949,7/19/2020,West Bengal,703284,,42487
15950,7/20/2020,West Bengal,716365,,44769
15951,7/21/2020,West Bengal,729429,,47030
15952,7/22/2020,West Bengal,743469,,49321
15953,7/23/2020,West Bengal,758027,,51757
15954,7/24/2020,West Bengal,773512,,53973
15955,7/25/2020,West Bengal,789140,,56377
15956,7/26/2020,West Bengal,805185,,58718
15957,7/27/2020,West Bengal,822190,,60830
15958,7/28/2020,West Bengal,839211,,62964
15959,7/29/2020,West Bengal,856355,,65258
15960,7/30/2020,West Bengal,874397,,67692
15961,7/31/2020,West Bengal,893400,,70188
15962,8/1/2020,West Bengal,913465,,72777
15963,8/2/2020,West Bengal,934537,,75516
15964,8/3/2020,West Bengal,956659,,78232
15965,8/4/2020,West Bengal,978980,,80984
15966,8/5/2020,West Bengal,1003027,,83800
15967,8/6/2020,West Bengal,1028251,,86754
15968,8/7/2020,West Bengal,1054509,,89666
15969,8/8/2020,West Bengal,1079657,,92615
15970,8/9/2020,West Bengal,1105899,,95554
15971,8/10/2020,West Bengal,1132196,,98459
15972,8/11/2020,West Bengal,1159211,,
15973,8/12/2020,West Bengal,1186923,,
15974,8/13/2020,West Bengal,1216955,,107323
15975,8/14/2020,West Bengal,1248272,,110358
15976,8/15/2020,West Bengal,1282486,,113432
15977,8/16/2020,West Bengal,1314772,,116498
15978,8/17/2020,West Bengal,1347091,,119578
15979,8/18/2020,West Bengal,1382198,,122753
15980,8/19/2020,West Bengal,1416556,,
15981,8/20/2020,West Bengal,1451615,,
15982,8/21/2020,West Bengal,1487844,,132364
15983,8/22/2020,West Bengal,1524162,,135596
15984,8/23/2020,West Bengal,1561311,,
15985,8/24/2020,West Bengal,1596578,,
15986,8/25/2020,West Bengal,1634102,,
15987,8/26/2020,West Bengal,1674133,,
15988,8/27/2020,West Bengal,1716607,,
15989,8/28/2020,West Bengal,1758728,,
15990,8/29/2020,West Bengal,1801960,,
15991,8/30/2020,West Bengal,1845396,,
15992,8/31/2020,West Bengal,1887635,,
15993,9/1/2020,West Bengal,1931373,,
15994,9/2/2020,West Bengal,1975493,,
15995,9/3/2020,West Bengal,2020784,,
15996,9/4/2020,West Bengal,2066404,,
15997,9/5/2020,West Bengal,2112185,,
15998,9/6/2020,West Bengal,2158690,,
15999,9/7/2020,West Bengal,2200906,,
16000,9/8/2020,West Bengal,2243294,,
16001,9/9/2020,West Bengal,2285936,,
16002,9/10/2020,West Bengal,2330283,,
16003,9/11/2020,West Bengal,2375609,,
16004,9/12/2020,West Bengal,2422740,,
16005,9/13/2020,West Bengal,2470058,,
16006,9/14/2020,West Bengal,2517595,,
16007,9/15/2020,West Bengal,2562821,,
16008,9/16/2020,West Bengal,2608534,,
16009,9/17/2020,West Bengal,2654070,,
16010,9/18/2020,West Bengal,2699299,,
16011,9/19/2020,West Bengal,2744862,,
16012,9/20/2020,West Bengal,2790518,,
16013,9/21/2020,West Bengal,2833831,,
16014,9/22/2020,West Bengal,2879278,,
16015,9/23/2020,West Bengal,2924507,,
16016,9/24/2020,West Bengal,2967939,,
16017,9/25/2020,West Bengal,3011754,,
16018,9/26/2020,West Bengal,3055039,,
16019,9/27/2020,West Bengal,3098657,,
16020,9/28/2020,West Bengal,3139938,,
16021,9/29/2020,West Bengal,3183697,,
16022,9/30/2020,West Bengal,3227462,,
16023,10/1/2020,West Bengal,3271316,,
16024,10/2/2020,West Bengal,3314598,,
16025,10/3/2020,West Bengal,3355726,,
16026,10/4/2020,West Bengal,3397988,,
16027,10/5/2020,West Bengal,3438128,,
16028,10/6/2020,West Bengal,3480510,,
16029,10/7/2020,West Bengal,3523161,,
16030,10/8/2020,West Bengal,3565602,,
16031,10/9/2020,West Bengal,3608134,,
16032,10/10/2020,West Bengal,3650989,,
16033,10/11/2020,West Bengal,3693600,,
16034,10/12/2020,West Bengal,3733656,,
16035,10/13/2020,West Bengal,3775893,,
16036,10/14/2020,West Bengal,3818442,,
16037,10/15/2020,West Bengal,3861095,,
16038,10/16/2020,West Bengal,3904322,,
16039,10/17/2020,West Bengal,3947750,,
16040,10/18/2020,West Bengal,3991270,,
16041,10/19/2020,West Bengal,4034889,,
16042,10/20/2020,West Bengal,4078651,,
16043,10/21/2020,West Bengal,4122243,,
16044,10/22/2020,West Bengal,4166495,,
16045,10/23/2020,West Bengal,4211077,,
16046,10/24/2020,West Bengal,4255801,,
16047,10/25/2020,West Bengal,4298339,,
16048,10/26/2020,West Bengal,4340570,,
16049,10/27/2020,West Bengal,4382678,,
16050,10/28/2020,West Bengal,4425231,,
16051,10/29/2020,West Bengal,4468496,,
16052,10/30/2020,West Bengal,4512270,,
16053,10/31/2020,West Bengal,4556425,,
16054,11/1/2020,West Bengal,4600882,,
16055,11/2/2020,West Bengal,4644119,,
16056,11/3/2020,West Bengal,4688295,,
16057,11/4/2020,West Bengal,4733508,,
16058,11/5/2020,West Bengal,4778975,,
16059,11/6/2020,West Bengal,4824327,,
16060,11/7/2020,West Bengal,4869554,,
16061,11/8/2020,West Bengal,4914741,,
16062,11/9/2020,West Bengal,4959087,,
16063,11/10/2020,West Bengal,5003204,,
16064,11/11/2020,West Bengal,5047335,,
16065,11/12/2020,West Bengal,5091700,,
16066,11/13/2020,West Bengal,5136012,,
16067,11/14/2020,West Bengal,5180139,,
16068,11/15/2020,West Bengal,5218797,,
16069,11/16/2020,West Bengal,5256924,,
16070,11/17/2020,West Bengal,5301162,,
16071,11/18/2020,West Bengal,5345681,,
16072,11/19/2020,West Bengal,5389944,,
16073,11/20/2020,West Bengal,5434103,,
16074,11/21/2020,West Bengal,5478311,,
16075,11/22/2020,West Bengal,5522964,,
16076,11/23/2020,West Bengal,5565331,,
16077,11/24/2020,West Bengal,5609893,,
16078,11/25/2020,West Bengal,5654524,,
16079,11/26/2020,West Bengal,5699237,,
16080,11/27/2020,West Bengal,5744364,,
16081,11/28/2020,West Bengal,5789547,,
16082,11/29/2020,West Bengal,5834755,,
16083,11/30/2020,West Bengal,5872933,,
16084,12/1/2020,West Bengal,5916174,,
16085,12/2/2020,West Bengal,5958798,,
16086,12/3/2020,West Bengal,6002928,,
16087,12/4/2020,West Bengal,6047279,,
16088,12/5/2020,West Bengal,6091668,,
16089,12/6/2020,West Bengal,6135854,,
16090,12/7/2020,West Bengal,6167307,,
16091,12/8/2020,West Bengal,6211537,,
16092,12/9/2020,West Bengal,6255888,,
16093,12/10/2020,West Bengal,6298040,,
16094,12/11/2020,West Bengal,6340171,,
16095,12/12/2020,West Bengal,6382278,,
16096,12/13/2020,West Bengal,6423496,,
16097,12/14/2020,West Bengal,6455167,,
16098,12/15/2020,West Bengal,6496736,,
16099,12/16/2020,West Bengal,6538992,,
16100,12/17/2020,West Bengal,6581465,,
16101,12/18/2020,West Bengal,6623820,,
16102,12/19/2020,West Bengal,6666077,,
16103,12/20/2020,West Bengal,6706320,,
16104,12/21/2020,West Bengal,6735742,,
16105,12/22/2020,West Bengal,6775898,,
16106,12/23/2020,West Bengal,6816965,,
16107,12/24/2020,West Bengal,6856878,,
16108,12/25/2020,West Bengal,6896967,,
16109,12/26/2020,West Bengal,6927608,,
16110,12/27/2020,West Bengal,6965726,,
16111,12/28/2020,West Bengal,6993821,,
16112,12/29/2020,West Bengal,7031066,,
16113,12/30/2020,West Bengal,7070176,,
16114,12/31/2020,West Bengal,7110430,,
16115,1/1/2021,West Bengal,7149539,,
16116,1/2/2021,West Bengal,7177814,,
16117,1/3/2021,West Bengal,7210070,,
16118,1/4/2021,West Bengal,7235326,,
16119,1/5/2021,West Bengal,7266038,,
16120,1/6/2021,West Bengal,7300154,,
16121,1/7/2021,West Bengal,7336021,,
16122,1/8/2021,West Bengal,7372156,,
16123,1/9/2021,West Bengal,7406377,,
16124,1/10/2021,West Bengal,7441500,,
16125,1/11/2021,West Bengal,7464813,,
16126,1/12/2021,West Bengal,7497837,,
16127,1/13/2021,West Bengal,7527944,,
16128,1/14/2021,West Bengal,7560561,,
16129,1/15/2021,West Bengal,7591121,,
16130,1/16/2021,West Bengal,7621132,,
16131,1/17/2021,West Bengal,7647363,,
16132,1/18/2021,West Bengal,7666238,,
16133,1/19/2021,West Bengal,7696272,,
16134,1/20/2021,West Bengal,7723376,,
16135,1/21/2021,West Bengal,7751669,,
16136,1/22/2021,West Bengal,7779840,,
16137,1/23/2021,West Bengal,7808082,,
16138,1/24/2021,West Bengal,7833289,,
16139,1/25/2021,West Bengal,7851532,,
16140,1/26/2021,West Bengal,7876899,,
16141,1/27/2021,West Bengal,7894508,,
16142,1/28/2021,West Bengal,7919637,,
16143,1/29/2021,West Bengal,7944701,,
16144,1/30/2021,West Bengal,7970808,,
16145,1/31/2021,West Bengal,7995854,,
16146,2/1/2021,West Bengal,8014022,,
16147,2/2/2021,West Bengal,8036329,,
16148,2/3/2021,West Bengal,8058141,,
16149,2/4/2021,West Bengal,8081172,,
16150,2/5/2021,West Bengal,8104339,,
16151,2/6/2021,West Bengal,8128350,,
16152,2/7/2021,West Bengal,8150715,,
16153,2/8/2021,West Bengal,8167828,,
16154,2/9/2021,West Bengal,8188284,,
16155,2/10/2021,West Bengal,8209892,,
16156,2/11/2021,West Bengal,8231998,,
16157,2/12/2021,West Bengal,8256108,,
16158,2/13/2021,West Bengal,8278163,,
16159,2/14/2021,West Bengal,8300367,,
16160,2/15/2021,West Bengal,8315899,,
16161,2/16/2021,West Bengal,8335250,,
16162,2/17/2021,West Bengal,8349281,,
16163,2/18/2021,West Bengal,8368326,,
16164,2/19/2021,West Bengal,8388854,,
16165,2/20/2021,West Bengal,8409392,,
16166,2/21/2021,West Bengal,8429395,,
16167,2/22/2021,West Bengal,8444507,,
16168,2/23/2021,West Bengal,8462809,,
16169,2/24/2021,West Bengal,8483021,,
16170,2/25/2021,West Bengal,8503417,,
16171,2/26/2021,West Bengal,8523501,,
16172,2/27/2021,West Bengal,8543514,,
16173,2/28/2021,West Bengal,8563278,,
16174,3/1/2021,West Bengal,8579292,,
16175,3/2/2021,West Bengal,8598257,,
16176,3/3/2021,West Bengal,8618587,,
16177,3/4/2021,West Bengal,8638078,,
16178,3/5/2021,West Bengal,8658929,,
16179,3/6/2021,West Bengal,8678594,,
16180,3/7/2021,West Bengal,8698853,,
16181,3/8/2021,West Bengal,8713265,,
16182,3/9/2021,West Bengal,8730503,,
16183,3/10/2021,West Bengal,8748775,,
16184,3/11/2021,West Bengal,8768585,,
16185,3/12/2021,West Bengal,8787961,,
16186,3/13/2021,West Bengal,8805796,,
16187,3/14/2021,West Bengal,8826974,,
16188,3/15/2021,West Bengal,8840344,,
16189,3/16/2021,West Bengal,8857386,,
16190,3/17/2021,West Bengal,8875277,,
16191,3/18/2021,West Bengal,8894786,,
16192,3/19/2021,West Bengal,8915211,,
16193,3/20/2021,West Bengal,8937990,,
16194,3/21/2021,West Bengal,8958655,,
16195,3/22/2021,West Bengal,8974663,,
16196,3/23/2021,West Bengal,8992906,,
16197,3/24/2021,West Bengal,9015071,,
16198,3/25/2021,West Bengal,9038085,,
16199,3/26/2021,West Bengal,9062119,,
16200,3/27/2021,West Bengal,9086532,,
16201,3/28/2021,West Bengal,9113077,,
16202,3/29/2021,West Bengal,9131193,,
16203,3/30/2021,West Bengal,9149062,,
16204,3/31/2021,West Bengal,9172599,,
16205,4/1/2021,West Bengal,9198365,,
16206,4/2/2021,West Bengal,9225351,,
16207,4/3/2021,West Bengal,9251465,,
16208,4/4/2021,West Bengal,9278233,,
16209,4/5/2021,West Bengal,9304407,,
16210,4/6/2021,West Bengal,9333801,,
16211,4/7/2021,West Bengal,9363195,,
16212,4/8/2021,West Bengal,9396694,,
16213,4/9/2021,West Bengal,9432811,,
16214,4/10/2021,West Bengal,9469676,,
16215,4/11/2021,West Bengal,9510048,,
16216,4/12/2021,West Bengal,9547164,,
16217,4/13/2021,West Bengal,9589378,,
16218,4/14/2021,West Bengal,9632841,,
16219,4/15/2021,West Bengal,9674962,,
16220,4/16/2021,West Bengal,9715115,,
16221,4/17/2021,West Bengal,9762086,,
16222,4/18/2021,West Bengal,9808160,,
16223,4/19/2021,West Bengal,9850278,,
16224,4/20/2021,West Bengal,9900322,,
16225,4/21/2021,West Bengal,9950336,,
16226,4/22/2021,West Bengal,10003490,,
16227,4/23/2021,West Bengal,10056136,,
16228,4/24/2021,West Bengal,10111196,,
16229,4/25/2021,West Bengal,10166796,,
16230,4/26/2021,West Bengal,10215358,,
16231,4/27/2021,West Bengal,10270645,,
16232,4/28/2021,West Bengal,10325581,,
16233,4/29/2021,West Bengal,10379305,,
16234,4/30/2021,West Bengal,10432553,,
16235,5/1/2021,West Bengal,10488850,,
16236,5/2/2021,West Bengal,10545059,,
16237,5/3/2021,West Bengal,10600346,,
16238,5/4/2021,West Bengal,10658094,,
16239,5/5/2021,West Bengal,10717613,,
16240,5/6/2021,West Bengal,10777718,,
16241,5/7/2021,West Bengal,10842269,,
16242,5/8/2021,West Bengal,10905646,,
16243,5/9/2021,West Bengal,10968741,,
16244,5/10/2021,West Bengal,11030927,,
16245,5/11/2021,West Bengal,11099069,,
16246,5/12/2021,West Bengal,11168943,,
16247,5/13/2021,West Bengal,11239416,,
16248,5/14/2021,West Bengal,11309467,,
16249,5/15/2021,West Bengal,11376030,,
16250,5/16/2021,West Bengal,11440579,,
16251,5/17/2021,West Bengal,11500373,,
16252,5/18/2021,West Bengal,11567999,,
16253,5/19/2021,West Bengal,11638132,,
16254,5/20/2021,West Bengal,11708770,,
16255,5/21/2021,West Bengal,11786397,,
16256,5/22/2021,West Bengal,11856416,,
16257,5/23/2021,West Bengal,11925561,,
16258,5/24/2021,West Bengal,11991849,,
16259,5/25/2021,West Bengal,12057972,,
16260,5/26/2021,West Bengal,12121948,,
16261,5/27/2021,West Bengal,12179113,,
16262,5/28/2021,West Bengal,12238301,,
16263,5/29/2021,West Bengal,12301819,,
16264,5/30/2021,West Bengal,12372134,,
16265,5/31/2021,West Bengal,12430977,,
16266,6/1/2021,West Bengal,12496018,,
16267,6/2/2021,West Bengal,12571179,,
