S_no,Date,State,TotalSamples,Negative,Positive
15214,3/25/2021,Uttar Pradesh,34115701,,
15215,3/26/2021,Uttar Pradesh,34260584,,
15216,3/27/2021,Uttar Pradesh,34400505,,
15217,3/28/2021,Uttar Pradesh,34546987,,
15218,3/29/2021,Uttar Pradesh,34666170,,
15219,3/30/2021,Uttar Pradesh,34730690,,
15220,3/31/2021,Uttar Pradesh,34798213,,
15221,4/1/2021,Uttar Pradesh,34922434,,
15222,4/2/2021,Uttar Pradesh,35070062,,
15223,4/3/2021,Uttar Pradesh,35236205,,
15224,4/4/2021,Uttar Pradesh,35413966,,
15225,4/5/2021,Uttar Pradesh,35575232,,
15226,4/6/2021,Uttar Pradesh,35754807,,
15227,4/7/2021,Uttar Pradesh,35942111,,
15228,4/8/2021,Uttar Pradesh,36147340,,
15229,4/9/2021,Uttar Pradesh,36344993,,
15230,4/10/2021,Uttar Pradesh,36557245,,
15231,4/11/2021,Uttar Pradesh,36761069,,
15232,4/12/2021,Uttar Pradesh,36954537,,
15233,4/13/2021,Uttar Pradesh,37173548,,
15234,4/14/2021,Uttar Pradesh,37384344,,
15235,4/15/2021,Uttar Pradesh,37590753,,
15236,4/16/2021,Uttar Pradesh,37814182,,
15237,4/17/2021,Uttar Pradesh,38029865,,
15238,4/18/2021,Uttar Pradesh,38266474,,
15239,4/19/2021,Uttar Pradesh,38467016,,
15240,4/20/2021,Uttar Pradesh,38666846,,
15241,4/21/2021,Uttar Pradesh,38892416,,
15242,4/22/2021,Uttar Pradesh,39089449,,
15243,4/23/2021,Uttar Pradesh,39314905,,
15244,4/24/2021,Uttar Pradesh,39540989,,
15245,4/25/2021,Uttar Pradesh,39780573,,
15246,4/26/2021,Uttar Pradesh,39957293,,
15247,4/27/2021,Uttar Pradesh,40141354,,
15248,4/28/2021,Uttar Pradesh,40328141,,
15249,4/29/2021,Uttar Pradesh,40553875,,
15250,4/30/2021,Uttar Pradesh,40798042,,
15251,5/1/2021,Uttar Pradesh,41064661,,
15252,5/2/2021,Uttar Pradesh,41362046,,
15253,5/3/2021,Uttar Pradesh,41591659,,
15254,5/4/2021,Uttar Pradesh,41800223,,
15255,5/5/2021,Uttar Pradesh,42032261,,
15256,5/6/2021,Uttar Pradesh,42258373,,
15257,5/7/2021,Uttar Pradesh,42499776,,
15258,5/8/2021,Uttar Pradesh,42724305,,
15259,5/9/2021,Uttar Pradesh,42953900,,
15260,5/10/2021,Uttar Pradesh,43169533,,
15261,5/11/2021,Uttar Pradesh,43404184,,
15262,5/12/2021,Uttar Pradesh,43651487,,
15263,5/13/2021,Uttar Pradesh,43906523,,
15264,5/14/2021,Uttar Pradesh,44170366,,
15265,5/15/2021,Uttar Pradesh,44427447,,
15266,5/16/2021,Uttar Pradesh,44695189,,
15267,5/17/2021,Uttar Pradesh,44950523,,
15268,5/18/2021,Uttar Pradesh,45231090,,
15269,5/19/2021,Uttar Pradesh,45531018,,
15270,5/20/2021,Uttar Pradesh,45822509,,
15271,5/21/2021,Uttar Pradesh,46111719,,
15272,5/22/2021,Uttar Pradesh,46419134,,
15273,5/23/2021,Uttar Pradesh,46736818,,
15274,5/24/2021,Uttar Pradesh,47063616,,
15275,5/25/2021,Uttar Pradesh,47362430,,
15276,5/26/2021,Uttar Pradesh,47720703,,
15277,5/27/2021,Uttar Pradesh,48068524,,
15278,5/28/2021,Uttar Pradesh,48426572,,
15279,5/29/2021,Uttar Pradesh,48756628,,
15280,5/30/2021,Uttar Pradesh,49096724,,
15281,5/31/2021,Uttar Pradesh,49409401,,
15282,6/1/2021,Uttar Pradesh,49733196,,
15283,6/2/2021,Uttar Pradesh,50064707,,
15284,6/3/2021,Uttar Pradesh,50405118,,
15285,6/4/2021,Uttar Pradesh,50723832,,
15286,6/5/2021,Uttar Pradesh,51032849,,
15287,6/6/2021,Uttar Pradesh,51342537,,
15288,6/7/2021,Uttar Pradesh,51622903,,
15289,6/8/2021,Uttar Pradesh,51907814,,
15290,6/9/2021,Uttar Pradesh,52198161,,
15291,6/10/2021,Uttar Pradesh,52503838,,
15292,6/11/2021,Uttar Pradesh,52780680,,
15293,6/12/2021,Uttar Pradesh,53055495,,
15294,6/13/2021,Uttar Pradesh,53345463,,
15295,6/14/2021,Uttar Pradesh,53602870,,
15296,6/15/2021,Uttar Pradesh,53859954,,
15297,6/16/2021,Uttar Pradesh,54145947,,
15298,6/17/2021,Uttar Pradesh,54436119,,
15299,6/18/2021,Uttar Pradesh,54727119,,
15300,6/19/2021,Uttar Pradesh,55000515,,
15301,6/20/2021,Uttar Pradesh,55264433,,
15302,6/21/2021,Uttar Pradesh,55486198,,
15303,6/22/2021,Uttar Pradesh,55730488,,
15304,6/23/2021,Uttar Pradesh,55999840,,
15305,6/24/2021,Uttar Pradesh,56271231,,
15306,6/25/2021,Uttar Pradesh,56540503,,
15307,6/26/2021,Uttar Pradesh,56807529,,
15308,6/27/2021,Uttar Pradesh,57085424,,
15309,6/28/2021,Uttar Pradesh,57348462,,
15310,6/29/2021,Uttar Pradesh,57586240,,
15311,6/30/2021,Uttar Pradesh,57844027,,
15312,7/1/2021,Uttar Pradesh,58111746,5215205,
15313,7/2/2021,Uttar Pradesh,58382501,,
15314,7/3/2021,Uttar Pradesh,58626730,,
15315,7/4/2021,Uttar Pradesh,58875021,,
15316,7/5/2021,Uttar Pradesh,59103444,,
15317,7/6/2021,Uttar Pradesh,59331655,,
15318,7/7/2021,Uttar Pradesh,59589422,,
15319,7/8/2021,Uttar Pradesh,59848583,,
15320,7/9/2021,Uttar Pradesh,60101058,,
15321,7/10/2021,Uttar Pradesh,60377016,,
15322,7/11/2021,Uttar Pradesh,60617011,,
15323,7/12/2021,Uttar Pradesh,60845909,,
15324,7/13/2021,Uttar Pradesh,61081870,,
15325,7/14/2021,Uttar Pradesh,61338782,,
15326,7/15/2021,Uttar Pradesh,61592700,,
15327,7/16/2021,Uttar Pradesh,61853252,,
15328,7/17/2021,Uttar Pradesh,62116707,,
15329,7/18/2021,Uttar Pradesh,62371542,,
15330,7/19/2021,Uttar Pradesh,62590185,,
15331,7/20/2021,Uttar Pradesh,62826817,,
15332,7/21/2021,Uttar Pradesh,63073005,,
15333,7/22/2021,Uttar Pradesh,63307101,,
15334,7/23/2021,Uttar Pradesh,63545093,,
15335,7/24/2021,Uttar Pradesh,63799832,,
15336,7/25/2021,Uttar Pradesh,64050325,,
15337,7/26/2021,Uttar Pradesh,64277972,,
15338,7/27/2021,Uttar Pradesh,64502956,,
15339,7/28/2021,Uttar Pradesh,64756042,,
15340,7/29/2021,Uttar Pradesh,65007342,,
15341,7/30/2021,Uttar Pradesh,65251336,,
15342,7/31/2021,Uttar Pradesh,65502631,,
15343,8/1/2021,Uttar Pradesh,65750787,,
15344,8/2/2021,Uttar Pradesh,65989652,,
15345,8/3/2021,Uttar Pradesh,66217851,,
15346,8/4/2021,Uttar Pradesh,66463922,,
15347,8/5/2021,Uttar Pradesh,66717749,,
15348,8/6/2021,Uttar Pradesh,66967783,,
15349,8/7/2021,Uttar Pradesh,67221784,,
15350,8/8/2021,Uttar Pradesh,67476221,,
15351,8/9/2021,Uttar Pradesh,67691677,,
15352,8/10/2021,Uttar Pradesh,67897856,,
15353,4/2/2020,Uttarakhand,678,554,7
15354,4/7/2020,Uttarakhand,1289,1092,32
15355,4/9/2020,Uttarakhand,1531,1235,35
15356,4/10/2020,Uttarakhand,1688,1320,35
15357,4/11/2020,Uttarakhand,1705,1340,35
15358,4/12/2020,Uttarakhand,1820,1452,35
15359,4/13/2020,Uttarakhand,1998,1665,35
15360,4/14/2020,Uttarakhand,2174,1838,35
15361,4/15/2020,Uttarakhand,2413,2022,37
15362,4/16/2020,Uttarakhand,2593,2210,37
15363,4/17/2020,Uttarakhand,2831,2420,40
15364,4/18/2020,Uttarakhand,3158,2710,42
15365,4/19/2020,Uttarakhand,3344,3046,44
15366,4/20/2020,Uttarakhand,3677,3228,46
15367,4/21/2020,Uttarakhand,4061,3445,46
15368,4/22/2020,Uttarakhand,4275,3664,46
15369,4/23/2020,Uttarakhand,4473,3879,47
15370,4/24/2020,Uttarakhand,4767,4239,48
15371,4/25/2020,Uttarakhand,5194,4423,48
15372,4/26/2020,Uttarakhand,5277,4675,50
15373,4/27/2020,Uttarakhand,5463,4912,51
15374,4/28/2020,Uttarakhand,5739,5212,52
15375,4/29/2020,Uttarakhand,6046,5547,54
15376,4/30/2020,Uttarakhand,6565,6100,57
15377,5/1/2020,Uttarakhand,7042,6533,57
15378,5/2/2020,Uttarakhand,7369,6786,59
15379,5/3/2020,Uttarakhand,7578,6986,60
15380,5/4/2020,Uttarakhand,7806,7134,60
15381,5/5/2020,Uttarakhand,8060,7357,61
15382,5/6/2020,Uttarakhand,8346,7698,61
15383,5/7/2020,Uttarakhand,8783,8138,61
15384,5/8/2020,Uttarakhand,9116,8485,61
15385,5/9/2020,Uttarakhand,9386,8659,67
15386,5/10/2020,Uttarakhand,9668,8990,68
15387,5/11/2020,Uttarakhand,9915,9151,68
15388,5/12/2020,Uttarakhand,10471,9390,68
15389,5/13/2020,Uttarakhand,10792,9750,70
15390,5/14/2020,Uttarakhand,11294,10157,75
15391,5/15/2020,Uttarakhand,12045,10523,79
15392,5/16/2020,Uttarakhand,12597,10990,88
15393,5/17/2020,Uttarakhand,13212,11316,92
15394,5/18/2020,Uttarakhand,13870,11812,93
15395,5/19/2020,Uttarakhand,14691,12242,104
15396,5/20/2020,Uttarakhand,15503,12945,120
15397,5/21/2020,Uttarakhand,16528,13808,132
15398,5/22/2020,Uttarakhand,18008,14960,151
15399,5/23/2020,Uttarakhand,19248,15757,173
15400,5/24/2020,Uttarakhand,20969,16640,293
15401,5/25/2020,Uttarakhand,22117,17315,332
15402,5/26/2020,Uttarakhand,23076,18193,400
15403,5/27/2020,Uttarakhand,23975,18645,438
15404,5/28/2020,Uttarakhand,25380,19702,493
15405,5/29/2020,Uttarakhand,26951,20636,602
15406,5/30/2020,Uttarakhand,28433,21512,727
15407,5/31/2020,Uttarakhand,30438,22546,802
15408,6/1/2020,Uttarakhand,31703,23400,929
15409,6/2/2020,Uttarakhand,33081,24262,999
15410,6/3/2020,Uttarakhand,34413,25385,1066
15411,6/4/2020,Uttarakhand,35117,26093,1145
15412,6/5/2020,Uttarakhand,35967,27184,1215
15413,6/6/2020,Uttarakhand,36638,28172,1245
15414,6/7/2020,Uttarakhand,37166,28945,1341
15415,6/8/2020,Uttarakhand,39133,30620,1380
15416,6/9/2020,Uttarakhand,40264,31945,1488
15417,6/10/2020,Uttarakhand,40872,33369,1560
15418,6/11/2020,Uttarakhand,41888,34604,1637
15419,6/12/2020,Uttarakhand,42783,35670,1692
15420,6/13/2020,Uttarakhand,44040,36834,1759
15421,6/14/2020,Uttarakhand,45344,37554,1816
15422,6/15/2020,Uttarakhand,46573,38643,1836
15423,6/16/2020,Uttarakhand,47870,39552,1912
15424,6/17/2020,Uttarakhand,49462,40434,1985
15425,6/18/2020,Uttarakhand,50796,42008,2079
15426,6/19/2020,Uttarakhand,53155,43438,2127
15427,6/20/2020,Uttarakhand,54512,45131,2278
15428,6/21/2020,Uttarakhand,55819,46286,2324
15429,6/22/2020,Uttarakhand,56724,47852,2401
15430,6/23/2020,Uttarakhand,58338,49478,2505
15431,6/24/2020,Uttarakhand,59616,50950,2568
15432,6/25/2020,Uttarakhand,61165,52289,2642
15433,6/26/2020,Uttarakhand,62500,54007,2725
15434,6/27/2020,Uttarakhand,63960,54918,2791
15435,6/28/2020,Uttarakhand,64984,55892,2823
15436,6/29/2020,Uttarakhand,66396,56715,2831
15437,6/30/2020,Uttarakhand,69024,57862,2881
15438,7/1/2020,Uttarakhand,70032,59350,2947
15439,7/2/2020,Uttarakhand,72104,60555,2984
15440,7/3/2020,Uttarakhand,73738,62340,3048
15441,7/4/2020,Uttarakhand,76878,64801,3093
15442,7/5/2020,Uttarakhand,78306,66407,3124
15443,7/6/2020,Uttarakhand,79605,67731,3161
15444,7/7/2020,Uttarakhand,81447,69926,3230
15445,7/8/2020,Uttarakhand,83900,72862,3258
15446,7/9/2020,Uttarakhand,86458,74975,3305
15447,7/10/2020,Uttarakhand,89179,77553,3373
15448,7/11/2020,Uttarakhand,92198,80882,3417
15449,7/12/2020,Uttarakhand,94121,83089,3537
15450,7/13/2020,Uttarakhand,96123,84912,3608
15451,7/14/2020,Uttarakhand,98878,86747,3686
15452,7/15/2020,Uttarakhand,102529,89212,3785
15453,7/16/2020,Uttarakhand,109784,95745,3982
15454,7/17/2020,Uttarakhand,113846,98551,4102
15455,7/18/2020,Uttarakhand,116694,101613,4276
15456,7/19/2020,Uttarakhand,119345,104118,4515
15457,7/20/2020,Uttarakhand,123000,106350,4642
15458,7/21/2020,Uttarakhand,127098,108488,4849
15459,7/22/2020,Uttarakhand,129783,112210,5300
15460,7/23/2020,Uttarakhand,132840,115683,5445
15461,7/24/2020,Uttarakhand,135447,119647,5717
15462,7/25/2020,Uttarakhand,139229,124153,5961
15463,7/26/2020,Uttarakhand,141431,126505,6104
15464,7/27/2020,Uttarakhand,145627,130531,6328
15465,7/28/2020,Uttarakhand,150065,134376,6587
15466,7/29/2020,Uttarakhand,154984,138706,6866
15467,7/30/2020,Uttarakhand,163683,146230,7065
15468,7/31/2020,Uttarakhand,168113,149507,7183
15469,8/1/2020,Uttarakhand,172477,153471,7447
15470,8/2/2020,Uttarakhand,175881,156823,7593
15471,8/3/2020,Uttarakhand,178595,159414,7800
15472,8/4/2020,Uttarakhand,182335,162715,8008
15473,8/5/2020,Uttarakhand,186966,165690,8254
15474,8/6/2020,Uttarakhand,190898,169634,8552
15475,8/7/2020,Uttarakhand,199081,177042,8901
15476,8/8/2020,Uttarakhand,205565,183248,9402
15477,8/9/2020,Uttarakhand,209627,186531,9632
15478,8/10/2020,Uttarakhand,218838,193925,10021
15479,8/11/2020,Uttarakhand,225618,200671,
15480,8/12/2020,Uttarakhand,232259,206898,
15481,8/13/2020,Uttarakhand,242150,214203,11302
15482,8/14/2020,Uttarakhand,251236,221085,11615
15483,8/15/2020,Uttarakhand,256008,225614,11940
15484,8/16/2020,Uttarakhand,260790,229387,12175
15485,8/17/2020,Uttarakhand,265748,235055,
15486,8/18/2020,Uttarakhand,273357,240454,
15487,8/19/2020,Uttarakhand,279961,245055,
15488,8/20/2020,Uttarakhand,286330,250500,
15489,8/21/2020,Uttarakhand,294279,258971,14083
15490,8/22/2020,Uttarakhand,301813,266862,
15491,8/23/2020,Uttarakhand,307803,273208,
15492,8/24/2020,Uttarakhand,316265,281202,
15493,8/25/2020,Uttarakhand,325384,288263,
15494,8/26/2020,Uttarakhand,334979,296427,
15495,8/27/2020,Uttarakhand,348897,308314,
15496,8/28/2020,Uttarakhand,361389,316968,
15497,8/29/2020,Uttarakhand,376747,330242,
15498,8/30/2020,Uttarakhand,384796,337445,
15499,8/31/2020,Uttarakhand,394015,347554,
15500,9/1/2020,Uttarakhand,403955,357681,
15501,9/2/2020,Uttarakhand,413595,367512,
15502,9/3/2020,Uttarakhand,424156,378265,
15503,9/4/2020,Uttarakhand,435449,387943,
15504,9/5/2020,Uttarakhand,445277,397563,
15505,9/6/2020,Uttarakhand,454027,405264,
15506,9/7/2020,Uttarakhand,462803,414526,
15507,9/8/2020,Uttarakhand,472111,422151,
15508,9/9/2020,Uttarakhand,482663,431315,
15509,9/10/2020,Uttarakhand,491505,440687,
15510,9/11/2020,Uttarakhand,501880,448924,
15511,9/12/2020,Uttarakhand,511129,456585,
15512,9/13/2020,Uttarakhand,519869,465673,
15513,9/14/2020,Uttarakhand,528897,474247,
15514,9/15/2020,Uttarakhand,541910,484436,
15515,9/16/2020,Uttarakhand,555071,494971,
15516,9/17/2020,Uttarakhand,567169,505858,
15517,9/18/2020,Uttarakhand,579582,517125,
15518,9/19/2020,Uttarakhand,594476,531500,
15519,9/20/2020,Uttarakhand,605236,541592,
15520,9/21/2020,Uttarakhand,616986,551414,
15521,9/22/2020,Uttarakhand,630448,561570,
15522,9/23/2020,Uttarakhand,638707,571585,
15523,9/24/2020,Uttarakhand,648140,580667,
15524,9/25/2020,Uttarakhand,656974,587884,
15525,9/26/2020,Uttarakhand,668282,599199,
15526,9/27/2020,Uttarakhand,679596,610241,
15527,9/28/2020,Uttarakhand,690421,619649,
15528,9/29/2020,Uttarakhand,701139,628736,
15529,9/30/2020,Uttarakhand,712124,637547,65
15530,10/1/2020,Uttarakhand,721019,645323,
15531,10/2/2020,Uttarakhand,728436,650742,
15532,10/3/2020,Uttarakhand,736371,658307,
15533,10/4/2020,Uttarakhand,743551,664251,
15534,10/5/2020,Uttarakhand,753224,670728,
15535,10/6/2020,Uttarakhand,763884,681486,
15536,10/7/2020,Uttarakhand,776868,694433,
15537,10/8/2020,Uttarakhand,789115,705798,
15538,10/9/2020,Uttarakhand,801966,719475,
15539,10/10/2020,Uttarakhand,814616,730323,
15540,10/11/2020,Uttarakhand,822184,738954,
15541,10/12/2020,Uttarakhand,831812,748703,
15542,10/13/2020,Uttarakhand,845333,759156,
15543,10/14/2020,Uttarakhand,858167,769584,
15544,10/15/2020,Uttarakhand,870458,781170,
15545,10/16/2020,Uttarakhand,883120,792432,
15546,10/17/2020,Uttarakhand,894553,803877,
15547,10/18/2020,Uttarakhand,902182,813404,
15548,10/19/2020,Uttarakhand,914976,825036,
15549,10/20/2020,Uttarakhand,927422,838830,
15550,10/21/2020,Uttarakhand,941156,850517,
15551,10/22/2020,Uttarakhand,953487,861814,
15552,10/23/2020,Uttarakhand,967258,874177,
15553,10/24/2020,Uttarakhand,979025,886480,
15554,10/25/2020,Uttarakhand,987364,892561,
15555,10/26/2020,Uttarakhand,996525,900959,
15556,10/27/2020,Uttarakhand,1008758,913053,
15557,10/28/2020,Uttarakhand,1021965,924796,
15558,10/29/2020,Uttarakhand,1034819,936728,
15559,10/30/2020,Uttarakhand,1010617,948702,
15560,10/31/2020,Uttarakhand,1022780,960452,
15561,11/1/2020,Uttarakhand,1033417,970867,
15562,11/2/2020,Uttarakhand,1042666,979785,
15563,11/3/2020,Uttarakhand,1055463,992266,
15564,11/4/2020,Uttarakhand,1067295,1003710,
15565,11/5/2020,Uttarakhand,1078499,1014434,
15566,11/6/2020,Uttarakhand,1090119,1025581,
15567,11/7/2020,Uttarakhand,1099557,1034521,
15568,11/8/2020,Uttarakhand,1110511,1045232,
15569,11/9/2020,Uttarakhand,1120019,1054342,
15570,11/10/2020,Uttarakhand,1132143,1066138,
15571,11/11/2020,Uttarakhand,1144534,1077746,
15572,11/12/2020,Uttarakhand,1155651,1088412,
15573,11/13/2020,Uttarakhand,1167497,1099791,
15574,11/14/2020,Uttarakhand,1171730,1103728,
15575,11/15/2020,Uttarakhand,1175816,1107601,
15576,11/16/2020,Uttarakhand,1183449,1114991,
15577,11/17/2020,Uttarakhand,1192023,1123136,
15578,11/18/2020,Uttarakhand,1202152,1132845,
15579,11/19/2020,Uttarakhand,1212717,1143024,
15580,11/20/2020,Uttarakhand,1224223,1154018,
15581,11/21/2020,Uttarakhand,1236008,1165218,
15582,11/22/2020,Uttarakhand,1245090,1173834,
15583,11/23/2020,Uttarakhand,1256524,1184892,
15584,11/24/2020,Uttarakhand,1267525,1195365,
15585,11/25/2020,Uttarakhand,1277786,1205144,
15586,11/26/2020,Uttarakhand,1288946,1215949,
15587,11/27/2020,Uttarakhand,1303595,1228441,
15588,11/28/2020,Uttarakhand,1315525,1241574,
15589,11/29/2020,Uttarakhand,1327314,1252974,
15590,11/30/2020,Uttarakhand,1340279,1265484,
15591,12/1/2020,Uttarakhand,1352453,1277185,
15592,12/2/2020,Uttarakhand,1367575,1291791,
15593,12/3/2020,Uttarakhand,1380312,1304037,
15594,12/4/2020,Uttarakhand,1396331,1319438,
15595,12/5/2020,Uttarakhand,1409056,1331483,
15596,12/6/2020,Uttarakhand,1424389,1346392,
15597,12/7/2020,Uttarakhand,1437538,1359029,
15598,12/8/2020,Uttarakhand,1453671,1374530,
15599,12/9/2020,Uttarakhand,1464857,1385201,
15600,12/10/2020,Uttarakhand,1475936,1395450,
15601,12/11/2020,Uttarakhand,1489651,1408440,
15602,12/12/2020,Uttarakhand,1503731,1421792,
15603,12/13/2020,Uttarakhand,1514002,1413573,
15604,12/14/2020,Uttarakhand,1527416,1444410,
15605,12/15/2020,Uttarakhand,1540117,1456615,
15606,12/16/2020,Uttarakhand,1553462,1469393,
15607,12/17/2020,Uttarakhand,1567251,1482562,
15608,12/18/2020,Uttarakhand,1586410,1501141,
15609,12/19/2020,Uttarakhand,1602656,1516803,
15610,12/20/2020,Uttarakhand,1616842,1530525,
15611,12/21/2020,Uttarakhand,1633039,1546274,
15612,12/22/2020,Uttarakhand,1650000,1562624,
15613,12/23/2020,Uttarakhand,1666855,1578915,
15614,12/24/2020,Uttarakhand,1681063,1592687,
15615,12/25/2020,Uttarakhand,1695770,1606926,
15616,12/26/2020,Uttarakhand,1711094,1621876,
15617,12/27/2020,Uttarakhand,1722762,1633182,
15618,12/28/2020,Uttarakhand,1734682,1644382,
15619,12/29/2020,Uttarakhand,1749909,1659742,
15620,12/30/2020,Uttarakhand,1764992,1674376,
15621,12/31/2020,Uttarakhand,1777371,1686451,
15622,1/1/2021,Uttarakhand,1791371,1700090,
15623,1/2/2021,Uttarakhand,1805057,1713513,
15624,1/3/2021,Uttarakhand,1817112,1725301,
15625,1/4/2021,Uttarakhand,1830267,1738155,
15626,1/5/2021,Uttarakhand,1842877,1750511,
15627,1/6/2021,Uttarakhand,1856630,1764037,
15628,1/7/2021,Uttarakhand,1867428,1774586,
15629,1/8/2021,Uttarakhand,1881487,1788376,
15630,1/9/2021,Uttarakhand,1894977,1801579,
15631,1/10/2021,Uttarakhand,1905558,1811937,
15632,1/11/2021,Uttarakhand,1915738,1821961,
15633,1/12/2021,Uttarakhand,1928509,1834548,
15634,1/13/2021,Uttarakhand,1939315,1845145,
15635,1/14/2021,Uttarakhand,1947524,1853200,
15636,1/15/2021,Uttarakhand,1958238,1863773,
15637,1/16/2021,Uttarakhand,1974851,1880160,
15638,1/17/2021,Uttarakhand,1983478,1888675,
15639,1/18/2021,Uttarakhand,1995328,1900405,
15640,1/19/2021,Uttarakhand,2005841,1910802,
15641,1/20/2021,Uttarakhand,2019442,1924250,
15642,1/21/2021,Uttarakhand,2030241,1934887,
15643,1/22/2021,Uttarakhand,2043087,1947623,
15644,1/23/2021,Uttarakhand,2057076,1961490,
15645,1/24/2021,Uttarakhand,2067575,1971935,
15646,1/25/2021,Uttarakhand,2078868,1983166,
15647,1/26/2021,Uttarakhand,2086012,1990271,
15648,1/27/2021,Uttarakhand,2095086,1999260,
15649,1/28/2021,Uttarakhand,2104208,2008300,
15650,1/29/2021,Uttarakhand,2116001,2020015,
15651,1/30/2021,Uttarakhand,2127358,2031290,
15652,1/31/2021,Uttarakhand,2134552,2038423,
15653,2/1/2021,Uttarakhand,2142303,2046123,
15654,2/2/2021,Uttarakhand,2150398,2054171,
15655,2/3/2021,Uttarakhand,2159724,2063443,
15656,2/4/2021,Uttarakhand,2167413,2071029,
15657,2/5/2021,Uttarakhand,2175808,2079377,
15658,2/6/2021,Uttarakhand,2184998,2088520,
15659,2/7/2021,Uttarakhand,2190489,2093996,
15660,2/8/2021,Uttarakhand,2195969,2099433,
15661,2/9/2021,Uttarakhand,2203190,2106600,
15662,2/10/2021,Uttarakhand,2210318,2113693,
15663,2/11/2021,Uttarakhand,2220621,2123948,
15664,2/12/2021,Uttarakhand,2230515,2133793,
15665,2/13/2021,Uttarakhand,2240181,2143415,
15666,2/14/2021,Uttarakhand,2247287,2150467,
15667,2/15/2021,Uttarakhand,2255193,2158326,
15668,2/16/2021,Uttarakhand,2266583,2169663,
15669,2/17/2021,Uttarakhand,2286792,2189828,
15670,2/18/2021,Uttarakhand,2294135,2197130,
15671,2/19/2021,Uttarakhand,2303686,2206655,
15672,2/20/2021,Uttarakhand,2312851,2216194,
15673,2/21/2021,Uttarakhand,2319133,2222446,
15674,2/22/2021,Uttarakhand,2325000,2228281,
15675,2/23/2021,Uttarakhand,2333530,2236757,
15676,2/24/2021,Uttarakhand,2341175,2244355,
15677,2/25/2021,Uttarakhand,2359483,2262646,
15678,2/26/2021,Uttarakhand,2369727,2272837,
15679,2/27/2021,Uttarakhand,2384737,2287788,
15680,2/28/2021,Uttarakhand,2406703,2309111,
15681,3/1/2021,Uttarakhand,2417419,2320400,
15682,3/2/2021,Uttarakhand,2426085,2328996,
15683,3/3/2021,Uttarakhand,2436780,2339646,
15684,3/4/2021,Uttarakhand,2445312,2348078,
15685,3/5/2021,Uttarakhand,2454398,2357113,
15686,3/6/2021,Uttarakhand,2463762,2366399,
15687,3/7/2021,Uttarakhand,2471096,2373674,
15688,3/8/2021,Uttarakhand,2479995,2382515,
15689,3/9/2021,Uttarakhand,2487980,2390451,
15690,3/10/2021,Uttarakhand,2500644,2403079,
15691,3/11/2021,Uttarakhand,2520835,2423201,
15692,3/12/2021,Uttarakhand,2536247,2438547,
15693,3/13/2021,Uttarakhand,2551295,2453541,
15694,3/14/2021,Uttarakhand,2560427,2462621,
15695,3/15/2021,Uttarakhand,2569444,2471578,
15696,3/16/2021,Uttarakhand,2577879,2479948,
15697,3/17/2021,Uttarakhand,2590074,2492033,
15698,3/18/2021,Uttarakhand,2599595,2501466,
15699,3/19/2021,Uttarakhand,2610397,2512169,
15700,3/20/2021,Uttarakhand,2621706,2523395,
15701,3/21/2021,Uttarakhand,2631682,2533234,
15702,3/22/2021,Uttarakhand,2643518,2544966,
15703,3/23/2021,Uttarakhand,2657619,2558973,
15704,3/24/2021,Uttarakhand,2669701,2570821,
15705,3/25/2021,Uttarakhand,2678962,2579890,
15706,3/26/2021,Uttarakhand,2692394,2593136,
15707,3/27/2021,Uttarakhand,2699095,2599580,
15708,3/28/2021,Uttarakhand,2714881,2615000,
15709,3/29/2021,Uttarakhand,2719648,2619658,
15710,3/30/2021,Uttarakhand,2728555,2628437,
15711,3/31/2021,Uttarakhand,2739909,2639498,
15712,4/1/2021,Uttarakhand,2757779,2656868,
15713,4/2/2021,Uttarakhand,2767434,2666159,
15714,4/3/2021,Uttarakhand,2776528,2674814,
15715,4/4/2021,Uttarakhand,2811646,2709382,
15716,4/5/2021,Uttarakhand,2840027,2737216,
15717,4/6/2021,Uttarakhand,2888890,2785288,
15718,4/7/2021,Uttarakhand,2920139,2815428,
15719,4/8/2021,Uttarakhand,2950213,2844715,
15720,4/9/2021,Uttarakhand,2982382,2876136,
15721,4/10/2021,Uttarakhand,3016050,2908571,
15722,4/11/2021,Uttarakhand,3048668,2939856,
15723,4/12/2021,Uttarakhand,3085100,2974954,
15724,4/13/2021,Uttarakhand,3131226,3019155,
15725,4/14/2021,Uttarakhand,3176482,3062458,
15726,4/15/2021,Uttarakhand,3215093,3098449,
15727,4/16/2021,Uttarakhand,3248037,3129391,
15728,4/17/2021,Uttarakhand,3300338,3178935,
15729,4/18/2021,Uttarakhand,3333159,3209126,
15730,4/19/2021,Uttarakhand,3363489,3237296,
15731,4/20/2021,Uttarakhand,3391513,3262308,
15732,4/21/2021,Uttarakhand,3428170,3294158,
15733,4/22/2021,Uttarakhand,3464616,3326606,
15734,4/23/2021,Uttarakhand,3500685,3358336,
15735,4/24/2021,Uttarakhand,3536994,3389561,
15736,4/25/2021,Uttarakhand,3574574,3422773,
15737,4/26/2021,Uttarakhand,3637694,3480835,
15738,4/27/2021,Uttarakhand,3675568,3513006,
15739,4/28/2021,Uttarakhand,3718006,3549390,
15740,4/29/2021,Uttarakhand,3752603,3577716,
15741,4/30/2021,Uttarakhand,3782632,3602111,
15742,5/1/2021,Uttarakhand,3815200,3629186,
15743,5/2/2021,Uttarakhand,3841463,3649843,
